"V1","V2","V3","V4","V5"
0,0,0,0,2.7
0.0227040931319019,0.0550573544845318,0.00629548071088663,0.00808731482701839,2.7
0.0224896847196906,0.104262286272583,0.014006969075287,0.0199560155507788,2.7
0.0212868836824416,0.147591361728531,0.0206906159251001,0.0328476257641375,2.7
0.021160434834104,0.185769103664401,0.0263034463961971,0.0463694944766352,2.7
0.0229254022430665,0.220903185855592,0.0311872806715661,0.0600824653328634,2.7
0.0323636541173364,0.258817849556902,0.0357799930891042,0.0723885911974164,2.7
0.0565948768793993,0.304928839505977,0.0402523985099258,0.08160785175364,2.7
0.0860443978375028,0.355509798004976,0.0449706386814434,0.0895067340921511,2.7
0.102682668520862,0.405559820250792,0.0510308935400617,0.0990919359763483,2.7
0.104282943494552,0.453447714729511,0.0583726795187346,0.110888533121905,2.7
0.124744447284002,0.503571401616805,0.0640008809301585,0.119989831383652,2.7
0.0421336866050461,0.528052505668647,0.0763677282958234,0.145870042720435,2.7
0.0230172617061071,0.526703751714599,0.0767799266430095,0.1676125661305,2.7
0.0227064723077821,0.527449094244073,0.0757542693028319,0.186529608822293,2.7
0.021242504238932,0.524087000612623,0.0743732120182851,0.206026023879834,2.7
0.0211720186415831,0.520054987873689,0.0729514958472385,0.225270193642434,2.7
0.0229220507542561,0.51949128347194,0.0721061989513429,0.243642489876477,2.7
0.0323652026343982,0.533148903804644,0.0729165373587462,0.25899530702954,2.7
0.0565949070348588,0.56772368261954,0.0756224531847684,0.269625790640895,2.7
0.0860431143389212,0.61239895615913,0.0794443654552744,0.278236831772858,2.7
0.102682031153726,0.657100527999359,0.0846973270275089,0.288460373594916,2.7
0.104282608735879,0.69910680312419,0.0911565162006291,0.300951702425503,2.7
0.124743393861532,0.745179971358314,0.0961801122480704,0.310526965474284,2.7
0.0421344544756238,0.754628491687657,0.106324851509774,0.338130761292814,2.7
0.0230169795773602,0.729135412624827,0.10324198767208,0.362513305875846,2.7
0.0227064706211405,0.709032956218204,0.0992713487462625,0.383558346577528,2.7
0.0212427772401037,0.685657449269963,0.0951269656653889,0.404935515479664,2.7
0.0211720120111419,0.663504506973206,0.091257289118028,0.425713455928081,2.7
0.0229223201871311,0.64762504326022,0.0883830098531822,0.445226294040315,2.7
0.0323655847126312,0.650870322954237,0.087834876699955,0.461255264888276,2.7
0.0565951298028433,0.680492578883133,0.0899006253079475,0.472174536211148,2.7
0.0860435488661684,0.722633584525005,0.09339641952439,0.480924277056745,2.7
0.102680576954265,0.765039762753175,0.0983550969020696,0.491268151470903,2.7
0.104283147120925,0.804522387930927,0.104491253681817,0.503884849323802,2.7
0.124746293025892,0.848858166902773,0.109292953346798,0.5135422192544,2.7
0.0421345259961418,0.851856135433756,0.118619164686361,0.541421779653193,2.7
0.0230172632566667,0.81600289805664,0.114234717974742,0.566132114107996,2.7
0.0227064419657284,0.786954438870416,0.109153648068105,0.587324169642526,2.7
0.0212427800429166,0.754990521700131,0.103954826023229,0.608695184250033,2.7
0.0211721005396584,0.725061805556444,0.0991402729970129,0.629312320358568,2.7
0.0229223091177014,0.702608900292392,0.0954743608886256,0.648545550893864,2.7
0.0323655675172306,0.701385077322688,0.0943916867729969,0.664292246016685,2.7
0.0565938746183706,0.728878532898945,0.0962038868669253,0.675047080467716,2.7
0.0860447400050665,0.76993428556652,0.0995704858788245,0.683703430015982,2.7
0.102682489449969,0.81135621819271,0.104412263080474,0.693957844072434,2.7
0.104282940237602,0.84975554338344,0.110420201772002,0.706470672070239,2.7
0.124744153621255,0.893344807945893,0.115133671044424,0.716052854303487,2.7
0.0421334785163322,0.893574958443187,0.124132662336098,0.743623169174996,2.7
0.0230172872649269,0.853276334201276,0.119225000056769,0.767729352324707,2.7
0.022706473311692,0.820389338345785,0.113694398296232,0.788271724062864,2.7
0.0212425031189764,0.784740767028988,0.108065911408632,0.80888007492849,2.7
0.0211720092484255,0.751475391643912,0.102863605175958,0.828659987504816,2.7
0.0229219696189772,0.72620371438636,0.0988711761506357,0.84704929552555,2.7
0.0323654878056649,0.723063907789553,0.0975669502930797,0.862134792848819,2.7
0.0565951792865166,0.749649488998483,0.0992742619208851,0.872545625458874,2.7
0.0860430623457168,0.790236500142142,0.102586980459054,0.881018819390804,2.7
0.102681561025824,0.831235910313664,0.107379902083629,0.891101767871872,2.7
0.104281417039866,0.869169878646961,0.113334172420233,0.90342061486655,2.7
0.124740620621135,0.912437488298036,0.118010674366195,0.912865944717623,2.7
0.0421334559152901,0.911479671021703,0.126872242828446,0.939899026507067,2.7
0.0230172353493534,0.869272614200327,0.121744560532429,0.963040934907892,2.7
0.0227064482037779,0.834737853246091,0.116024047819142,0.982628855136236,2.7
0.0212425113629828,0.797507882626449,0.110213262636682,1.00218875349234,2.7
0.0211720134675418,0.762810630471515,0.104845746892669,1.02087983705307,2.7
0.0229220133374348,0.736328689037705,0.100713464052532,1.03821925318659,2.7
0.032365564056969,0.732366609230714,0.0993140669738002,1.0525077982084,2.7
0.0565949187319124,0.75856056228841,0.100976007733542,1.06251201336107,2.7
0.0860430124688447,0.798947299933377,0.104265468894035,1.0707694468792,2.7
0.102681195638937,0.839765197546196,0.109037350854863,1.08065236305478,2.7
0.104280862421625,0.877499966660998,0.11496852251769,1.09274576957513,2.7
0.124741073130775,0.920631184649825,0.11962910672538,1.10203221226805,2.7
0.0421340284430659,0.91916340534954,0.128431316006882,1.12845041622203,2.7
0.0230169770972833,0.876137455047177,0.123208189009035,1.15050756241254,2.7
0.0227064855091836,0.840896128775159,0.117404886910664,1.16904267961937,2.7
0.021242641508476,0.802987258023787,0.111514158280576,1.18746613554836,2.7
0.0211720006702479,0.767675238992178,0.106073846637348,1.20499540509899,2.7
0.0229222157425212,0.740672468186698,0.101879408089913,1.2212294036759,2.7
0.0323655685098157,0.736357432946155,0.100437700901339,1.23468720947475,2.7
0.0565951506489348,0.762384087340752,0.102079478005414,1.24426988736798,2.7
0.0860435618123156,0.802684852297578,0.105358519470524,1.25230433935409,2.7
0.102680592240966,0.84342437256315,0.11012102464086,1.26198105321643,2.7
0.104283117270581,0.881074185058737,0.116041602077118,1.27384194274284,2.7
0.124746874538128,0.924147823839948,0.120694859201294,1.28296472496438,2.7
0.0421360527609241,0.922461563094998,0.129470899406753,1.30875326223509,2.7
0.0230172718793548,0.879084142197804,0.124204821296634,1.32970592352799,2.7
